customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
c15812,s7464,Patricia Phelps,33,Male,France,Standard,1723,5
c15813,s4293,Dawn Conway,52,Female,France,Basic,3410,5
c15814,s2211,Karen Sheppard DDS,15,Male,Canada,Standard,3179,5
c15815,s18443,Mrs. Laurie Richard,76,Other,France,Basic,2635,1
c15816,s1402,Zachary Jimenez,52,Other,Germany,Premium,453,1
c15817,s14039,Kimberly Hamilton,23,Male,Australia,Basic,3520,5
c15818,s16036,Michael Marsh,43,Other,USA,Premium,405,4
c15819,s11935,Steven Crawford,69,Other,India,Premium,861,2
c15820,s7675,Meredith Thompson,44,Other,France,Basic,4330,3
c15821,s10191,Katherine English,31,Female,France,Premium,2182,3
c15822,s6937,Diane Parker,26,Female,South Korea,Premium,28,1
c15823,s18362,Michael Baker,16,Other,Canada,Basic,1573,3
c15824,s16291,James Mcgee,21,Other,South Korea,Standard,2099,3
c15825,s13005,Carrie Young,67,Other,Japan,Premium,4988,5
c15826,s1808,Michael Graham,28,Other,Brazil,Basic,1064,5
c15827,s5789,Jeffrey Morris,68,Male,Australia,Standard,4742,3
c15828,s2216,Holly Zimmerman,15,Female,Brazil,Basic,1827,5
c15829,s13511,Xavier Parker,65,Other,UK,Premium,2155,5
c15830,s8318,John Mays,67,Female,Germany,Basic,682,5
c15831,s15368,Stephanie Cook,78,Other,South Korea,Premium,2832,2
c15832,s18446,Alexander Lindsey,80,Male,South Korea,Basic,3491,5
c15833,s16036,Tracey Simpson,63,Female,India,Standard,3569,3
c15834,s13089,Christopher Taylor,70,Female,Germany,Basic,1898,5
c15835,s2846,Judy Sims,15,Other,Australia,Standard,3128,4
c15836,s8079,David Ford,66,Female,UK,Standard,3243,2
c15837,s17271,James Lopez,21,Male,France,Standard,2444,3
c15838,s14330,Juan Thomas,77,Other,India,Premium,2133,1
c15839,s10208,Kyle Brown,25,Other,Australia,Standard,964,2
c15840,s14619,Barbara Houston,73,Male,Australia,Standard,2044,4
c15841,s19402,Erik Huff,55,Female,France,Standard,1200,2
c15842,s15610,Nicholas Ashley,63,Male,Brazil,Standard,2596,3
c15843,s13977,Jeffrey Brooks,78,Other,India,Premium,1228,4
c15844,s7860,Marcus Bowen,77,Female,India,Premium,4469,2
c15845,s16223,Lindsey Valdez,42,Female,Germany,Standard,2240,4
c15846,s7584,Linda Barnett,16,Male,France,Standard,3465,5
c15847,s1703,Rachel Stephens,56,Female,Brazil,Premium,3853,2
c15848,s16982,Elizabeth Craig,54,Female,Japan,Premium,1955,3
c15849,s3016,Stephanie Ryan,78,Other,South Korea,Premium,2559,5
c15850,s3889,Lisa Lowe,17,Other,Brazil,Premium,4761,3
c15851,s5801,Raymond Larson PhD,41,Other,South Korea,Premium,3118,3
c15852,s3392,John Robinson,71,Other,India,Basic,2926,4
c15853,s6915,Michelle Warren,45,Other,Germany,Premium,4096,5
c15854,s16973,Stephanie Bishop,20,Other,South Korea,Premium,3090,2
c15855,s16822,Joseph Harrell,21,Male,India,Standard,2557,2
c15856,s3567,Dylan Garner,75,Female,Brazil,Premium,4395,3
c15857,s7518,Kathy Morrison,29,Female,USA,Standard,3458,4
c15858,s18823,Mr. Thomas Cross,79,Female,Canada,Basic,3158,5
c15859,s10734,Barbara Sanchez,46,Female,France,Basic,1223,4
c15860,s3454,Edward Richmond,15,Male,USA,Basic,4956,5
c15861,s20206,Lisa Williams,70,Other,France,Basic,2033,2
c15862,s18890,Tammy Walker,51,Female,USA,Basic,2823,2
c15863,s19929,Samuel Hall,69,Female,USA,Basic,427,4
c15864,s20178,Rodney Gray,20,Other,Japan,Standard,2226,4
c15865,s1883,Chelsea Blake,76,Female,Japan,Premium,3929,3
c15866,s1046,Jacqueline Jones,53,Other,Canada,Standard,950,5
c15867,s20559,Ricardo Rivas,32,Female,France,Premium,2644,5
c15868,s11063,Linda Mills,30,Male,Australia,Premium,4959,1
c15869,s5081,Eric Dunn,65,Female,Canada,Premium,2813,5
c15870,s18648,Terry Compton,56,Male,Germany,Basic,4782,2
c15871,s12114,Kylie Stanley,16,Other,France,Premium,320,5
c15872,s15437,Jennifer Stone,34,Other,Australia,Premium,2193,5
c15873,s1150,Jason Lawson,77,Other,South Korea,Premium,2360,2
c15874,s20308,Richard Jackson,46,Other,India,Standard,1935,1
c15875,s17787,Zachary Clark,26,Male,UK,Standard,3565,5
c15876,s10747,Jacqueline Rivera,50,Other,South Korea,Premium,4075,3
c15877,s6884,Miss Allison Case,46,Male,Japan,Premium,1519,1
c15878,s3455,Stephanie Byrd,60,Female,Germany,Premium,2128,2
c15879,s9760,Annette Mcfarland,27,Male,France,Standard,167,2
c15880,s13311,Shawn Reilly,79,Male,Canada,Premium,1164,4
c15881,s5332,Jay Murray,61,Female,UK,Standard,2984,1
c15882,s16354,Teresa Walker,18,Male,Canada,Basic,2541,2
c15883,s15963,Kevin Burke,53,Female,Australia,Premium,1779,5
c15884,s18343,Deborah Lambert,32,Other,UK,Premium,4504,2
c15885,s12220,Kevin Jordan,46,Other,France,Basic,2809,3
c15886,s14551,Brian Cooper,30,Female,Japan,Standard,4108,5
c15887,s1509,Claire Johnson,44,Male,UK,Basic,4921,4
c15888,s15795,Christopher Cooper,75,Other,India,Standard,3597,3
c15889,s2059,Ryan Kelly,69,Other,Canada,Basic,4863,4
c15890,s17997,Melinda Oneal,75,Other,France,Premium,4486,1
c15891,s8993,Julie Martin,46,Male,France,Standard,2747,2
c15892,s19684,Jennifer Cantrell,78,Other,Germany,Premium,4133,4
c15893,s19718,Jonathan Frey,51,Male,South Korea,Standard,3570,1
c15894,s14013,Kelly Smith,52,Other,Australia,Premium,3692,5
c15895,s15851,Timothy Velazquez,76,Male,France,Standard,2602,4
c15896,s17862,Craig Hardin,52,Female,South Korea,Basic,4877,3
c15897,s19098,Adrienne White,61,Female,South Korea,Premium,1690,1
c15898,s20695,Victoria Mahoney,13,Other,USA,Standard,3529,5
c15899,s17362,Sarah Hurst,62,Male,France,Premium,1149,4
c15900,s1340,Christina Mitchell,13,Female,India,Standard,4969,4
c15901,s9849,Mark Morgan,17,Male,Australia,Premium,2151,5
c15902,s5358,Laurie Moreno,71,Female,Canada,Premium,235,3
c15903,s12608,Monica Davis,39,Other,Brazil,Premium,3034,5
c15904,s3531,Phyllis Brown,43,Male,Japan,Premium,1601,1
c15905,s1479,Amber Cook,76,Other,Japan,Basic,915,1
c15906,s16689,Kara Fitzpatrick,34,Other,Japan,Premium,1603,3
c15907,s8396,Luke Flores,41,Male,France,Basic,1594,5
c15908,s19337,Michael Jensen,17,Female,India,Standard,4010,1
c15909,s2687,Anthony Martinez,26,Male,France,Premium,291,3
c15910,s18850,Kimberly Douglas,72,Female,Australia,Premium,337,4
c15911,s4969,Bradley Green,51,Other,USA,Standard,4775,2
c15912,s16882,Sean Williams,62,Male,Germany,Standard,1014,4
c15913,s3447,Michael Patel,20,Female,India,Standard,456,2
c15914,s15951,Todd Nicholson,77,Male,Canada,Premium,3624,2
c15915,s8274,Adam Rivera,13,Other,Germany,Basic,3109,1
c15916,s16439,Jody Johnston,39,Male,France,Standard,242,4
c15917,s7815,Mr. James Maddox,38,Female,USA,Basic,2820,4
c15918,s7319,Michael Carney,79,Female,USA,Premium,4676,3
c15919,s18172,Christina Watkins,69,Male,Japan,Standard,2081,2
c15920,s14050,William Thompson,67,Other,Australia,Standard,1659,1
c15921,s16300,Troy Davis,23,Male,India,Basic,588,1
c15922,s19641,Kelly Friedman,45,Male,France,Standard,4787,5
c15923,s17898,Brandy Burke,70,Male,Germany,Basic,2871,2
c15924,s19885,Cheryl Joseph,13,Other,India,Premium,2046,2
c15925,s12033,Gina Jackson,22,Female,France,Standard,4810,5
c15926,s9210,Mary Parsons,40,Male,Canada,Basic,2595,4
c15927,s7741,Mr. David Watson,33,Female,Brazil,Premium,749,2
c15928,s8105,Elizabeth Vega,54,Other,France,Standard,4217,4
c15929,s20602,Melissa White,76,Female,South Korea,Basic,4222,2
c15930,s9194,Manuel Turner,24,Male,UK,Standard,1462,4
c15931,s12150,John Saunders,36,Other,USA,Standard,2109,5
c15932,s19038,Megan Mills,66,Other,India,Premium,834,4
c15933,s19970,Pamela Davidson,17,Male,France,Basic,1463,5
c15934,s1916,Angela Williams,71,Other,India,Basic,3979,4
c15935,s13325,Stephanie Howard,22,Female,USA,Basic,2006,2
c15936,s15216,Daniel Nichols,77,Other,Brazil,Basic,3572,3
c15937,s14979,Elizabeth Hebert,22,Other,Canada,Standard,588,3
c15938,s14880,George Farmer,20,Other,South Korea,Standard,116,1
c15939,s5912,Ryan Patterson MD,78,Female,UK,Premium,2105,4
c15940,s3862,Marcus Willis,55,Other,Canada,Basic,3391,1
c15941,s16067,Chelsey Simmons,42,Male,France,Basic,3738,1
c15942,s9636,Rebecca Fisher,44,Female,Germany,Premium,3108,2
c15943,s14332,Alyssa Hall,32,Female,Australia,Premium,4967,4
c15944,s3371,Anna Parker,19,Male,UK,Standard,836,3
c15945,s18978,Marissa Larson,77,Other,France,Basic,355,5
c15946,s4938,Richard Hendricks,73,Male,USA,Standard,3423,3
c15947,s9439,Christopher Weeks,50,Other,Brazil,Basic,1737,1
c15948,s10096,Brian Baker,37,Other,France,Premium,1286,5
c15949,s20234,Mr. Jeremy Jones,18,Other,Australia,Premium,860,5
c15950,s13171,Mackenzie Smith,73,Female,USA,Basic,4182,5
c15951,s3952,Debra Brown,32,Female,Canada,Standard,3107,2
c15952,s12767,Duane Clark,80,Female,USA,Standard,3681,1
c15953,s15210,Jeanne Kline,80,Female,India,Basic,1184,3
c15954,s6413,Robert Williams,57,Other,Brazil,Premium,2542,1
c15955,s19555,Thomas Moran,32,Female,India,Premium,3214,3
c15956,s6041,Stephanie Porter,31,Male,India,Standard,1370,3
c15957,s15419,Lauren Thompson,16,Other,India,Basic,2809,4
c15958,s19816,Cynthia Simmons,63,Other,France,Basic,4780,3
c15959,s4127,Angela Boyd,22,Male,Germany,Standard,4361,3
c15960,s2819,Rebecca Chavez,15,Female,Germany,Standard,900,3
c15961,s6467,Andrea Foster,14,Other,France,Basic,1132,2
c15962,s9646,Christopher Nelson,51,Other,UK,Premium,4963,2
c15963,s2102,Ruth Walker,64,Other,India,Premium,1490,5
c15964,s7486,Teresa Roman,45,Female,Brazil,Basic,3707,3
c15965,s3465,Bobby Lawson,22,Male,Brazil,Standard,3005,5
c15966,s7827,Joy Lewis,46,Male,USA,Premium,1611,4
c15967,s11728,Taylor Dorsey,29,Female,Japan,Premium,2611,1
c15968,s14752,Chad Brewer,45,Female,South Korea,Standard,3012,2
c15969,s19325,Angela Hayes,43,Male,USA,Basic,4884,3
c15970,s7726,Cynthia Hall,62,Male,France,Premium,2782,1
c15971,s11753,Paul Rodriguez,36,Female,Japan,Standard,4128,5
c15972,s13401,Sierra Williamson,68,Male,USA,Premium,2325,1
c15973,s8158,Annette Savage,53,Male,India,Premium,407,2
c15974,s9116,Brenda Vazquez,79,Male,India,Basic,4678,2
c15975,s13732,Jamie Ray MD,74,Female,France,Standard,3700,5
c15976,s7956,Joshua Trujillo,33,Female,Germany,Standard,1772,4
c15977,s17971,Tina Fuller,42,Other,Germany,Premium,4419,5
c15978,s17683,Jeffery Patton,31,Other,Japan,Standard,151,2
c15979,s12171,Brett Mullen,29,Female,South Korea,Premium,284,3
c15980,s18546,Brandon Smith,80,Other,India,Basic,227,1
c15981,s10630,Amber Diaz,42,Female,Canada,Premium,3919,1
c15982,s12507,Dustin Clark,78,Male,UK,Basic,4232,2
c15983,s7210,Briana Lynch,29,Other,USA,Basic,4490,4
c15984,s5380,Steven Bean,27,Female,USA,Premium,848,2
c15985,s7832,Valerie Parker,77,Female,Australia,Standard,576,1
c15986,s13050,Peggy Gaines,43,Female,South Korea,Basic,1251,1
c15987,s10941,Laurie May,66,Other,UK,Premium,2865,2
c15988,s16218,James Frank,53,Other,Japan,Premium,1674,4
c15989,s2589,Daniel Snyder,18,Male,USA,Premium,4066,3
c15990,s15612,Jeffrey Brooks,64,Male,Japan,Premium,2873,4
c15991,s9530,Anthony Ross,31,Male,Brazil,Premium,4688,2
c15992,s2951,Debbie Mitchell,40,Female,France,Basic,2057,5
c15993,s5082,Jeffrey Brown,25,Female,Brazil,Premium,3256,1
c15994,s11799,Mrs. Lisa Davis,14,Other,UK,Basic,2673,4
c15995,s18466,Jacqueline Sanders,47,Other,France,Standard,909,4
c15996,s4044,Michael Guerrero,62,Other,Australia,Premium,3777,4
c15997,s6923,Jasmine Perry,61,Female,Brazil,Standard,2036,5
c15998,s19301,Richard Thomas,46,Male,USA,Premium,3380,3
c15999,s1180,Justin Conway,59,Male,Germany,Basic,4253,5
c16000,s9946,Jack Whitaker,15,Male,France,Premium,3360,5
c16001,s16619,Roger Ortega,54,Female,Japan,Standard,3512,1
c16002,s16901,Cassandra Williams,22,Female,Australia,Premium,3346,3
c16003,s6550,Philip Garcia,62,Male,Germany,Premium,1407,2
c16004,s12502,Melissa Williams,14,Male,France,Standard,1941,3
c16005,s3050,Matthew White,13,Male,Japan,Premium,2164,4
c16006,s7595,Susan Taylor,63,Other,Japan,Basic,4005,1
c16007,s2975,Erin King,64,Female,UK,Standard,955,1
c16008,s8665,Miranda Gillespie,59,Male,France,Premium,3486,3
c16009,s7457,Sandra Edwards,38,Other,UK,Standard,3546,1
c16010,s6462,Deborah Howell,32,Female,Brazil,Premium,3627,1
c16011,s9346,Charles Schwartz,60,Male,South Korea,Premium,3257,3
c16012,s7914,Samuel Campbell,67,Female,UK,Premium,3589,3
c16013,s8490,Deanna Brown,65,Other,France,Standard,67,5
c16014,s1883,Christopher Robertson,17,Male,India,Basic,2017,4
c16015,s5585,Theresa Marshall,77,Other,UK,Standard,1147,3
c16016,s5004,Melissa Gonzalez,58,Other,Germany,Basic,1904,4
c16017,s19661,Kimberly Williams,21,Male,Germany,Premium,4120,4
c16018,s8800,Nicholas Benton,71,Female,Canada,Standard,3624,1
c16019,s16721,Rachael Collins,67,Other,USA,Premium,3484,3
c16020,s4939,Amy Chapman,15,Female,Brazil,Basic,3634,1
c16021,s3377,Austin Wilson,43,Female,USA,Basic,2802,4
c16022,s20984,Jacqueline Hickman,31,Other,Germany,Premium,2276,3
c16023,s5159,James Rose,44,Male,India,Premium,4793,2
c16024,s10133,Erin Melendez,74,Other,Canada,Basic,24,1
c16025,s5553,Michelle Cochran,74,Female,UK,Basic,1900,2
c16026,s18719,Patricia Vargas,19,Other,Brazil,Basic,866,2
c16027,s14271,Shannon Keith,22,Female,UK,Standard,2017,3
c16028,s8033,Lisa West,42,Female,Germany,Premium,4526,5
c16029,s12704,Kaitlyn Lopez,29,Male,Australia,Basic,3526,3
c16030,s18722,Dr. Rick Arnold Jr.,60,Female,South Korea,Basic,4527,4
c16031,s16463,Heidi Cook,62,Male,India,Basic,421,2
c16032,s14328,James Johnson,80,Male,UK,Standard,3085,3
c16033,s11516,Michael Green,70,Other,Brazil,Basic,4025,2
c16034,s15252,Timothy Wilkerson,24,Other,Australia,Basic,728,2
c16035,s16913,Carol Cook,79,Male,France,Premium,2934,3
c16036,s10573,Lori Burgess,48,Female,South Korea,Standard,3015,1
c16037,s15034,Johnathan Wallace,73,Female,USA,Basic,3238,3
c16038,s7188,Denise Thompson,54,Female,Germany,Basic,1954,4
c16039,s17756,Eric Taylor,19,Other,Brazil,Basic,2306,5
c16040,s9019,Danielle Curtis,56,Other,South Korea,Premium,4162,4
c16041,s14726,Jeffrey Hickman,68,Male,UK,Premium,4196,3
c16042,s12255,Michael Ramirez,59,Male,South Korea,Standard,836,4
c16043,s14257,Karl Mccormick,60,Female,Brazil,Premium,4517,3
c16044,s4052,Danielle Martinez,44,Male,India,Standard,882,2
c16045,s1002,Omar Graham,19,Other,Germany,Premium,1750,5
c16046,s16151,Jason Coleman,60,Other,Germany,Standard,841,2
c16047,s17137,Elizabeth Ortiz,53,Other,France,Premium,351,2
c16048,s8092,Matthew Martinez,37,Other,Australia,Basic,2211,5
c16049,s4345,Amy Weber,60,Male,Brazil,Premium,1067,3
c16050,s12196,James Snyder,25,Female,Brazil,Basic,3551,1
c16051,s1590,Jessica Morales,58,Other,Canada,Standard,951,1
c16052,s2525,Keith Carpenter,62,Male,Canada,Premium,4146,3
c16053,s1592,Kevin Hernandez,68,Other,France,Standard,3831,2
c16054,s7821,Christopher Meza,46,Female,Canada,Basic,1250,5
c16055,s18276,April Arnold,52,Male,France,Premium,4800,2
c16056,s13234,Alexandra Jackson,14,Other,USA,Standard,1099,4
c16057,s11024,Derek Jacobs,73,Male,India,Premium,3365,1
c16058,s4750,Teresa Larsen,22,Female,Brazil,Premium,1778,1
c16059,s10178,Ronald Morrison,79,Female,Australia,Basic,2306,4
c16060,s4701,Timothy Perez,68,Other,Brazil,Basic,1329,2
c16061,s19074,Brian Pugh,54,Other,USA,Premium,869,3
c16062,s1413,Cassie Pope,52,Male,Canada,Standard,4181,1
c16063,s6449,John Moore II,74,Female,Brazil,Standard,4135,1
c16064,s14887,Ryan Hatfield,58,Female,Japan,Standard,3328,2
c16065,s18797,Tommy Cruz,42,Other,Canada,Basic,1794,1
c16066,s3519,Sarah Horton,69,Other,USA,Premium,4665,3
c16067,s8988,Catherine Moore,75,Male,India,Premium,3913,4
c16068,s3544,Marie Tran,20,Male,Australia,Basic,2920,2
c16069,s13181,Christopher Coleman,22,Other,Japan,Standard,4174,5
c16070,s8191,Crystal Hill,46,Female,India,Basic,2271,3
c16071,s9917,Katrina Baker,55,Other,South Korea,Premium,123,5
c16072,s4033,Michael Castillo,29,Other,Brazil,Standard,3561,2
c16073,s1873,Natalie Garcia,57,Male,Canada,Standard,505,2
c16074,s11363,Brandon Patton,41,Male,Australia,Basic,4987,2
c16075,s13122,Pamela Knapp,59,Female,Japan,Basic,917,5
c16076,s15952,Betty Estrada,77,Female,Japan,Basic,219,5
c16077,s7929,Abigail Burton,62,Male,Australia,Premium,426,1
c16078,s13866,Dennis Robinson,47,Other,USA,Premium,641,4
c16079,s2316,Derek Lee,33,Female,South Korea,Standard,1285,1
c16080,s12391,David Davis,38,Other,UK,Basic,2199,5
c16081,s8769,David Moran,39,Female,UK,Basic,4547,5
c16082,s18433,Holly Stephenson,46,Other,India,Basic,2717,3
c16083,s6265,Shannon Hernandez,51,Other,France,Premium,1572,3
c16084,s16582,Wayne Brown,20,Other,India,Basic,4920,5
c16085,s10520,Frederick Graham,30,Other,Canada,Basic,4233,3
c16086,s18681,Dawn Jones,57,Female,Australia,Standard,3978,4
c16087,s17988,Kyle Suarez,71,Female,France,Premium,1485,2
c16088,s12585,Katherine Dominguez,37,Female,Australia,Standard,3678,5
c16089,s20267,Corey Hamilton,46,Female,Germany,Standard,1988,4
c16090,s10264,David George,74,Other,Japan,Premium,2910,5
c16091,s5392,Madison Stanley,27,Other,Brazil,Standard,4375,3
c16092,s7718,James Rosario,42,Male,France,Basic,2978,5
c16093,s11923,Leslie Jones,76,Female,India,Premium,4055,2
c16094,s11408,Kimberly Preston,63,Other,Japan,Premium,862,5
c16095,s14107,Nicole Salinas,23,Other,France,Basic,4583,1
c16096,s17618,Jennifer Ewing,48,Male,South Korea,Basic,2663,3
c16097,s8077,Joseph Hardin,72,Male,Brazil,Premium,511,4
c16098,s16779,Olivia Cooper,80,Female,Germany,Basic,2770,5
c16099,s17556,Vincent Kemp,52,Male,USA,Premium,603,2
c16100,s3760,James Bruce,71,Female,France,Standard,2760,4
c16101,s3617,Maria Chavez,38,Male,USA,Premium,716,1
c16102,s8266,Kristen Wright,42,Other,France,Premium,1018,1
c16103,s2933,Brian Nguyen,22,Male,Australia,Basic,4724,4
c16104,s15482,Karen Jones,43,Female,Germany,Basic,2916,2
c16105,s3826,David Lucero,63,Other,South Korea,Basic,3777,3
c16106,s19660,Brandy Ruiz,58,Female,Germany,Premium,3841,5
c16107,s11345,Paul Berry,53,Female,South Korea,Standard,3053,1
c16108,s19917,Jason Shelton,32,Female,USA,Premium,819,4
c16109,s4337,Thomas Powell PhD,70,Other,South Korea,Standard,4671,3
c16110,s20961,Courtney Hogan,42,Other,USA,Premium,3962,4
c16111,s3939,Steven Ray,72,Male,Germany,Standard,690,1
c16112,s7130,Sharon Jackson,62,Other,UK,Standard,2966,2
c16113,s16974,Michael Hendricks,27,Male,Germany,Basic,921,2
c16114,s1701,Matthew Mcgee,75,Female,Canada,Basic,558,1
c16115,s1775,Sean Hale,56,Male,Germany,Premium,4283,1
c16116,s10663,Emma Little,68,Male,South Korea,Standard,1435,3
c16117,s7836,Daniel Griffin,60,Male,USA,Standard,2512,4
c16118,s11734,Christopher Hines,66,Male,Canada,Basic,3073,3
c16119,s17283,Eric Hunter,74,Male,USA,Standard,4725,2
c16120,s13838,Angela Bailey,67,Female,Australia,Basic,526,2
c16121,s11509,Heather Mcclure,62,Female,Canada,Standard,587,1
c16122,s20683,Jonathan Wallace,26,Female,UK,Basic,4069,5
c16123,s4099,Dennis Brown,30,Male,UK,Premium,1870,2
c16124,s20180,Sharon Bowen,62,Female,UK,Premium,4712,5
c16125,s8667,Sara Hudson,48,Other,Brazil,Premium,4970,5
c16126,s12924,Robert Rogers,76,Male,France,Premium,351,2
c16127,s20261,Maria Butler,54,Male,India,Basic,1816,1
c16128,s4173,Jeffrey Johnson,68,Male,Australia,Premium,3155,4
c16129,s10007,Elizabeth Page,43,Female,India,Basic,4861,2
c16130,s1626,Lauren Avery,77,Other,Brazil,Basic,86,4
c16131,s5058,Sean Mitchell,68,Female,South Korea,Basic,1519,1
c16132,s5186,James Cole,38,Male,Germany,Basic,4972,1
c16133,s4418,Sarah Todd,39,Other,UK,Basic,1108,4
c16134,s11891,Oscar Clements,72,Other,Germany,Basic,684,3
c16135,s1020,Ryan Morris,57,Female,Germany,Standard,2526,3
c16136,s7678,Bradley Rocha,53,Other,USA,Standard,1141,3
c16137,s9712,Margaret Gaines,64,Other,Brazil,Basic,619,5
c16138,s15992,Bobby Brown,52,Female,Canada,Basic,528,5
c16139,s18059,Zachary Thomas,51,Female,India,Premium,1966,4
c16140,s15682,Stephanie Lloyd,74,Male,Germany,Premium,2262,1
c16141,s8457,Jacob Hays,37,Female,India,Premium,498,3
c16142,s15112,Christopher Tyler,32,Other,Germany,Basic,3706,1
c16143,s1501,Haley Sanchez,56,Female,USA,Standard,4838,5
c16144,s10462,Samuel Sanders,63,Other,South Korea,Standard,4413,3
c16145,s1678,Raymond Nguyen,60,Female,Australia,Standard,3581,2
c16146,s2938,Mrs. Alison Knox,41,Female,Brazil,Premium,3989,4
c16147,s20692,Christian Franco,17,Other,India,Premium,2233,3
c16148,s2862,Lisa Beltran,60,Other,Germany,Basic,3778,5
c16149,s1611,Matthew Burgess,74,Female,Canada,Premium,4600,5
c16150,s10725,Joseph Nichols,19,Other,Germany,Basic,3948,5
c16151,s1608,Christina Schneider,48,Male,India,Basic,3973,3
c16152,s17587,Brenda Walton,53,Male,India,Basic,3280,5
c16153,s12295,Brittney Mack,51,Female,South Korea,Standard,3853,4
c16154,s5013,Brian Carter,32,Other,USA,Standard,171,4
c16155,s7593,Brittany Horn,51,Male,India,Standard,1568,1
c16156,s14484,Stephanie Espinoza,55,Male,UK,Basic,144,4
c16157,s6815,Amanda Padilla,17,Female,Japan,Basic,3366,5
c16158,s18735,Joel Cantu,71,Male,Germany,Basic,3875,2
c16159,s3255,Jessica Trevino,66,Female,Australia,Basic,329,5
c16160,s7920,Ryan Rodriguez,44,Female,South Korea,Standard,2648,3
c16161,s15437,Melissa Reed,24,Female,Australia,Premium,1524,5
c16162,s10335,Angela Glover,27,Male,USA,Basic,3414,1
c16163,s1404,Bobby Kelly,75,Male,India,Premium,274,2
c16164,s4020,Michael Peterson,20,Other,Australia,Premium,1404,3
c16165,s17452,Lauren Ward,69,Male,Japan,Standard,1644,4
c16166,s17275,Blake Harmon,36,Other,Australia,Premium,3453,3
c16167,s11684,Darrell Bond,53,Male,Germany,Standard,219,1
c16168,s7569,Emily Payne,72,Male,Germany,Standard,1500,3
c16169,s16545,Alexander Sanchez,60,Other,Japan,Premium,3985,1
c16170,s15370,Heather Davis,77,Female,UK,Basic,1890,4
c16171,s16900,Amanda Strong,65,Female,Germany,Standard,2529,1
c16172,s14327,Cristina Murphy,46,Other,Japan,Standard,3201,1
c16173,s20438,Monica Weber,46,Male,India,Premium,45,1
c16174,s6915,Brandon Petersen,50,Other,USA,Basic,2918,3
c16175,s19407,Jennifer Castillo,43,Female,India,Premium,3115,5
c16176,s2823,Tiffany Ward,49,Other,UK,Standard,2295,2
c16177,s2459,Tanya Blevins,54,Male,Australia,Premium,1356,4
c16178,s2690,Kimberly Sims,52,Other,Japan,Basic,1695,5
c16179,s4537,Tanya Brown,50,Other,France,Premium,2684,3
c16180,s4382,Kimberly Callahan,40,Female,South Korea,Basic,2085,5
c16181,s4783,Rodney Bryan,42,Male,India,Basic,15,5
c16182,s4113,Ashley Holmes,55,Female,USA,Premium,4796,5
c16183,s18944,Janice Harris,20,Other,Germany,Basic,4773,3
c16184,s12764,Brittney Hoffman,20,Female,Germany,Basic,4801,4
c16185,s8517,Shane Marsh,61,Other,Germany,Standard,540,4
c16186,s18706,Lori Harmon,73,Male,Brazil,Standard,4404,3
c16187,s18516,Brooke Arnold,67,Female,South Korea,Premium,3385,1
c16188,s7366,John Knight,79,Male,USA,Standard,1113,3
c16189,s5475,Tyler Thomas,67,Other,South Korea,Premium,1102,3
c16190,s7998,Nancy Miller,13,Female,Germany,Standard,950,4
c16191,s11484,Kelly Caldwell,75,Female,Canada,Standard,4501,1
c16192,s10279,Marisa Martinez,79,Female,Australia,Basic,4766,3
c16193,s8856,Scott Schmidt,35,Male,UK,Basic,472,1
c16194,s9300,Lisa Rowe,20,Female,USA,Premium,4922,2
c16195,s4621,Terry Smith,66,Other,Australia,Premium,180,5
c16196,s11097,Wesley Luna,39,Other,Canada,Standard,3519,5
c16197,s18291,Sharon Wells,25,Male,India,Basic,1301,2
c16198,s16054,Nathan Huerta,44,Male,UK,Basic,2467,2
c16199,s3578,Mark Mcgrath,59,Female,USA,Basic,112,5
c16200,s2013,Mrs. Patricia Clark DDS,31,Male,Brazil,Premium,1425,4
c16201,s18159,Danielle Hart,45,Other,Germany,Premium,1193,4
c16202,s6251,Dylan Evans,40,Other,Japan,Standard,114,2
c16203,s5648,Brittany Reed,50,Female,USA,Standard,3779,3
c16204,s16480,Jeffrey Graham,47,Female,Australia,Standard,3263,4
c16205,s5045,Katherine Richardson,24,Other,USA,Standard,1545,4
c16206,s3879,Jessica King DVM,40,Female,Japan,Standard,4262,5
c16207,s16325,Richard Ferrell,37,Female,South Korea,Standard,1953,2
c16208,s18446,Dr. Lisa Thomas,16,Male,Australia,Premium,2354,1
c16209,s14942,Rachel Potter,74,Male,South Korea,Standard,2674,4
c16210,s1347,Hector Miller,74,Male,France,Basic,2849,5
c16211,s7209,Abigail Young DVM,32,Other,Canada,Standard,3094,1
c16212,s7694,Jeremy Bryant,65,Female,Germany,Standard,1541,1
c16213,s9100,Chelsea Campbell,71,Other,Germany,Premium,2272,4
c16214,s7080,Haley Esparza,13,Other,Germany,Basic,4155,1
c16215,s1278,Cynthia Gill,73,Female,Australia,Standard,4539,3
c16216,s6842,Thomas Marsh,31,Male,Japan,Basic,212,2
c16217,s1069,Michael Garcia,58,Male,India,Basic,4955,3
c16218,s7210,Ashley Lee,68,Female,Japan,Premium,4074,2
c16219,s17373,Tracy Morales,52,Female,France,Premium,1612,1
c16220,s18946,Donald Johnson,39,Female,Canada,Premium,1714,5
c16221,s5713,Heather Jones,60,Female,Brazil,Premium,1854,2
c16222,s2114,Jeanette Nguyen,74,Female,USA,Standard,1879,4
c16223,s7236,Jordan Herrera,33,Male,Brazil,Basic,2737,4
